X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Label1,Label2,Label3,Label4,Label5,Label6,Label7
2,128,0,1,1,1,71,10,-1,0,0,0,1,0,0,0,0,0
2,144,0,1,1,0,40,13,-1,1,0,1,0,0,0,0,0,0
2,59,1,1,1,1,21,9,1,1,1,0,0,0,1,0,0,0
2,59,0,1,1,0,81,11,-1,1,0,0,0,0,1,0,0,0
3,77,0,1,1,1,54,13,-1,1,0,1,0,0,0,0,0,0
3,115,1,1,1,0,22,8,1,1,1,0,1,0,0,0,0,0
3,115,0,1,1,1,52,16,-1,1,0,0,0,1,0,0,0,0
2,78,1,1,0,0,60,7,0,1,0,0,1,0,0,0,0,0
0,105,0,1,0,0,18,15,-1,1,0,1,0,0,0,0,0,0
3,59,1,0,0,1,18,10,1,1,1,0,0,0,1,0,0,0
2,59,1,1,1,0,79,10,1,1,1,0,0,0,1,0,0,0
2,59,1,1,0,0,73,10,0,1,0,0,0,0,1,0,0,0
2,59,1,1,0,0,72,10,0,0,0,0,0,0,1,0,0,0
2,52,0,1,1,0,51,16,-1,1,0,0,0,0,1,0,0,0
2,52,1,0,0,1,73,14,1,1,1,0,1,0,0,0,0,0
2,52,0,0,0,0,56,14,-1,0,0,0,0,0,1,0,0,0
3,112,0,0,1,1,59,19,-1,1,0,0,1,0,0,0,0,0
2,112,1,1,0,0,23,12,0,1,0,1,0,0,0,0,0,0
2,145,0,1,1,0,17,18,-1,1,0,1,0,0,0,0,0,0
2,104,1,1,1,1,30,7,1,1,1,1,0,0,0,0,0,0
2,104,0,0,1,0,25,7,-1,0,0,0,0,1,0,0,0,0
3,104,0,0,1,0,56,16,-1,1,0,0,0,1,0,0,0,0
2,52,0,1,1,1,79,14,-1,1,0,0,0,0,1,0,0,0
3,41,1,1,1,0,24,10,1,1,1,0,1,0,0,0,0,0
3,41,0,1,1,1,22,10,-1,0,0,0,1,0,0,0,0,0
5,88,0,0,1,1,25,12,-1,1,0,0,0,1,0,0,0,0
2,82,1,1,1,0,73,13,1,1,1,1,0,0,0,0,0,0
3,87,0,1,1,1,39,11,-1,1,0,1,0,0,0,0,0,0
2,76,1,1,1,0,39,9,1,1,1,0,0,1,0,0,0,0
2,76,1,1,0,1,37,9,0,1,0,0,0,1,0,0,0,0
2,76,0,1,1,0,74,13,-1,1,0,1,0,0,0,0,0,0
2,62,1,1,0,1,77,8,0,1,0,1,0,0,0,0,0,0
2,62,1,1,0,0,76,8,0,0,0,1,0,0,0,0,0,0
0,62,0,1,1,1,20,15,-1,1,0,1,0,0,0,0,0,0
4,52,0,1,1,0,24,17,-1,1,0,0,0,0,1,0,0,0
3,52,0,0,1,1,41,17,-1,1,0,0,1,0,0,0,0,0
3,52,0,1,0,1,44,18,-1,1,0,0,0,0,1,0,0,0
2,61,1,1,1,1,19,9,1,1,1,0,0,0,1,0,0,0
2,61,1,0,1,1,46,9,1,1,1,0,0,0,1,0,0,0
2,61,1,0,1,1,86,9,1,0,1,0,1,0,0,0,0,0
2,61,1,1,0,1,62,12,1,1,1,1,0,0,0,0,0,0
5,53,0,0,1,1,23,18,-1,1,0,0,0,0,0,1,0,0
3,53,0,1,1,1,26,10,-1,1,0,0,0,0,1,0,0,0
2,45,1,1,1,1,78,8,1,1,1,0,1,0,0,0,0,0
2,96,0,0,1,1,37,30,-1,1,0,0,1,0,0,0,0,0
2,107,1,1,1,1,47,13,1,1,1,0,0,1,0,0,0,0
2,107,0,1,1,0,44,13,-1,0,0,0,0,1,0,0,0,0
2,107,1,1,1,1,62,10,0,1,0,0,0,1,0,0,0,0
3,59,1,1,0,0,50,10,0,1,0,0,0,0,1,0,0,0
3,59,1,1,0,0,76,10,0,0,0,0,0,0,1,0,0,0
2,59,1,0,1,1,51,9,1,1,1,1,0,0,0,0,0,0
3,52,0,1,0,0,17,15,-1,1,0,0,0,0,1,0,0,0
3,52,0,0,0,1,18,15,-1,0,0,1,0,0,0,0,0,0
4,52,0,1,0,0,17,15,-1,1,0,0,0,0,1,0,0,0
2,105,0,0,1,0,42,15,-1,1,0,0,1,0,0,0,0,0
2,53,1,1,1,0,81,9,1,1,1,0,1,0,0,0,0,0
2,53,1,1,0,0,77,13,0,1,0,0,1,0,0,0,0,0
2,53,1,1,0,1,85,13,0,0,0,0,1,0,0,0,0,0
2,69,0,1,0,1,83,19,-1,1,0,1,0,0,0,0,0,0
2,69,1,1,1,0,72,12,1,1,1,0,0,0,1,0,0,0
5,54,0,1,1,1,18,18,-1,1,0,0,0,0,1,0,0,0
3,60,1,1,0,0,40,8,0,1,0,0,1,0,0,0,0,0
3,60,1,1,1,0,23,8,1,1,1,0,1,0,0,0,0,0
2,86,1,1,0,0,50,9,0,1,0,0,1,0,0,0,0,0
2,105,0,1,1,1,32,14,-1,1,0,1,0,0,0,0,0,0
4,45,1,0,1,1,56,10,1,1,1,0,0,0,1,0,0,0
5,45,0,1,1,0,17,17,-1,1,0,0,0,0,1,0,0,0
2,60,1,1,1,1,76,8,1,1,1,1,0,0,0,0,0,0
2,60,1,1,1,0,74,8,1,0,1,0,0,0,1,0,0,0
2,60,1,1,1,1,73,8,1,1,1,0,0,0,1,0,0,0
3,58,0,0,1,1,38,17,-1,1,0,0,0,0,1,0,0,0
3,58,0,0,1,0,41,17,-1,0,0,0,0,0,1,0,0,0
2,53,0,0,1,1,64,11,-1,1,0,0,0,0,0,1,0,0
3,86,1,1,0,0,36,10,0,1,0,0,1,0,0,0,0,0
2,86,0,1,1,0,18,25,-1,1,0,0,1,0,0,0,0,0
2,143,1,1,0,0,80,14,0,1,0,1,0,0,0,0,0,0
4,52,0,0,1,1,23,16,-1,1,0,0,0,0,1,0,0,0
4,61,0,1,0,0,22,21,-1,1,0,0,0,0,1,0,0,0
2,91,1,1,1,1,71,6,0,1,0,1,0,0,0,0,0,0
2,91,1,1,0,0,21,9,0,1,0,0,1,0,0,0,0,0
2,46,0,1,1,0,25,14,-1,1,0,0,1,0,0,0,0,0
4,59,1,1,1,1,79,7,1,1,1,0,0,0,1,0,0,0
3,59,1,1,1,0,26,9,1,1,1,0,0,1,0,0,0,0
2,86,1,1,0,1,38,10,0,1,0,1,0,0,0,0,0,0
2,86,1,1,0,0,39,10,0,0,0,0,1,0,0,0,0,0
2,86,0,1,1,0,17,17,-1,1,0,0,1,0,0,0,0,0
3,52,0,1,0,1,83,12,-1,1,0,0,0,0,1,0,0,0
3,52,0,1,0,0,77,12,-1,0,0,0,0,0,0,1,0,0
3,52,0,1,0,1,70,17,-1,1,0,0,1,0,0,0,0,0
3,52,0,1,0,0,65,17,-1,0,0,0,0,0,1,0,0,0
3,52,0,1,1,0,42,16,-1,1,0,1,0,0,0,0,0,0
3,52,0,0,1,0,27,17,-1,1,0,0,1,0,0,0,0,0
0,64,0,1,1,0,51,17,-1,1,0,1,0,0,0,0,0,0
5,53,0,0,0,1,34,14,-1,1,0,0,0,0,0,1,0,0
5,52,0,0,1,1,20,23,-1,1,0,0,0,0,1,0,0,0
2,137,1,1,1,1,22,9,1,1,1,1,0,0,0,0,0,0
2,53,0,0,0,1,28,25,-1,1,0,0,0,1,0,0,0,0
2,53,1,1,1,1,37,9,1,1,1,0,0,0,0,1,0,0
2,43,1,0,1,1,31,8,1,1,1,0,1,0,0,0,0,0
2,43,0,0,0,1,68,13,-1,1,0,1,0,0,0,0,0,0
3,43,1,0,1,1,45,11,1,1,1,0,0,1,0,0,0,0
4,93,1,1,1,0,61,11,1,1,1,0,1,0,0,0,0,0
5,52,0,0,1,1,19,20,-1,1,0,0,0,0,1,0,0,0
2,76,1,1,0,1,30,9,0,1,0,0,1,0,0,0,0,0
2,76,1,1,0,0,21,9,0,0,0,0,1,0,0,0,0,0
0,90,0,1,0,1,22,15,-1,1,0,1,0,0,0,0,0,0
2,59,0,1,1,1,34,10,-1,1,0,0,1,0,0,0,0,0
4,59,0,1,0,0,29,10,-1,1,0,0,0,0,1,0,0,0
2,59,1,0,1,0,73,9,1,1,1,0,0,0,1,0,0,0
2,59,1,1,1,0,22,10,1,1,1,0,0,0,1,0,0,0
2,59,0,1,0,0,60,18,-1,1,0,0,0,0,1,0,0,0
2,119,1,1,0,1,32,11,0,1,0,0,1,0,0,0,0,0
2,119,1,1,0,1,30,11,0,0,0,0,1,0,0,0,0,0
2,78,0,1,1,1,32,15,-1,1,0,0,1,0,0,0,0,0
2,117,0,0,1,0,20,15,-1,1,0,1,0,0,0,0,0,0
2,61,1,1,1,1,73,10,1,1,1,0,0,1,0,0,0,0
2,61,1,0,0,1,34,7,0,1,0,0,0,0,1,0,0,0
2,61,1,1,0,1,31,10,0,1,0,1,0,0,0,0,0,0
2,61,1,1,1,0,39,10,0,1,0,0,0,0,1,0,0,0
2,61,0,1,1,0,48,15,-1,1,0,1,0,0,0,0,0,0
2,59,1,1,0,1,26,7,1,1,1,0,0,0,1,0,0,0
2,59,0,1,1,1,20,11,-1,1,0,1,0,0,0,0,0,0
2,71,1,1,0,0,41,7,0,1,0,1,0,0,0,0,0,0
2,71,1,1,1,0,41,7,1,1,1,0,1,0,0,0,0,0
2,52,0,1,0,1,27,12,-1,1,0,0,0,0,1,0,0,0
0,57,1,1,0,0,54,9,0,1,0,0,1,0,0,0,0,0
2,74,0,1,1,1,18,10,-1,1,0,1,0,0,0,0,0,0
3,100,0,0,0,0,38,19,-1,1,0,0,1,0,0,0,0,0
3,100,0,0,0,1,29,19,-1,0,0,0,0,1,0,0,0,0
3,52,0,0,1,1,85,18,-1,1,0,0,0,0,1,0,0,0
3,52,0,0,1,0,55,18,-1,0,0,0,0,0,1,0,0,0
2,52,0,0,0,0,40,16,-1,1,0,0,0,0,1,0,0,0
3,52,0,1,1,1,78,11,-1,1,0,0,0,1,0,0,0,0
3,52,0,1,1,0,83,11,-1,0,0,0,1,0,0,0,0,0
3,54,1,0,1,0,20,10,1,1,1,0,1,0,0,0,0,0
4,53,0,0,0,0,33,17,-1,1,0,0,0,0,0,1,0,0
4,53,0,0,0,1,37,17,-1,0,0,0,0,1,0,0,0,0
5,59,1,1,0,1,37,10,1,1,1,0,0,0,1,0,0,0
4,59,0,0,1,0,18,19,-1,1,0,0,1,0,0,0,0,0
2,89,0,1,1,0,79,14,-1,1,0,0,1,0,0,0,0,0
2,74,1,1,1,0,17,9,1,1,1,0,1,0,0,0,0,0
2,74,1,1,1,0,17,9,1,0,1,1,0,0,0,0,0,0
2,74,0,0,0,1,26,15,-1,1,0,0,0,0,0,0,1,0
2,74,0,0,0,1,20,15,-1,0,0,1,0,0,0,0,0,0
3,68,0,1,1,1,23,17,-1,1,0,1,0,0,0,0,0,0
3,68,0,1,1,0,19,17,-1,0,0,1,0,0,0,0,0,0
3,68,0,1,1,1,34,16,-1,1,0,1,0,0,0,0,0,0
2,98,0,1,1,0,34,14,-1,1,0,0,1,0,0,0,0,0
3,55,1,0,1,0,84,8,1,1,1,0,0,0,0,1,0,0
2,55,0,1,0,0,49,19,-1,1,0,0,1,0,0,0,0,0
2,55,0,1,0,0,82,19,-1,0,0,0,0,0,1,0,0,0
2,55,0,0,0,1,87,23,-1,1,0,0,0,0,0,1,0,0
3,59,0,0,0,1,16,15,-1,1,0,0,0,1,0,0,0,0
2,59,1,1,1,0,33,10,1,1,1,0,1,0,0,0,0,0
3,59,0,1,0,1,47,10,-1,1,0,0,0,0,1,0,0,0
